,Unnamed: 0,Name,A1,A2,B,X1,X2,X3,X4,A1 NumberofProtons,A1 NumberofNeutrons,A1 NumberofShells,A1 SpecificHeat,A1 Density,A1 Ion Radius,A1 FirstIonization,A1 AtomicMass,A1 MeltingPoint,A2 NumberofProtons,A2 NumberofNeutrons,A2 NumberofShells,A2 SpecificHeat,A2 Density,A2 Ion Radius,A2 FirstIonization,A2 AtomicMass,A2 MeltingPoint,B NumberofProtons,B NumberofNeutrons,B NumberofShells,B SpecificHeat,B Density,B Ion Radius,B FirstIonization,B AtomicMass,B MeltingPoint,X1 NumberofProtons,X1 NumberofNeutrons,X1 NumberofShells,X1 SpecificHeat,X1 Density,X1 Ion Radius,X1 FirstIonization,X1 AtomicMass,X1 MeltingPoint,X2 NumberofProtons,X2 NumberofNeutrons,X2 NumberofShells,X2 SpecificHeat,X2 Density,X2 Ion Radius,X2 FirstIonization,X2 AtomicMass,X2 MeltingPoint,X3 NumberofProtons,X3 NumberofNeutrons,X3 NumberofShells,X3 SpecificHeat,X3 Density,X3 Ion Radius,X3 FirstIonization,X3 AtomicMass,X3 MeltingPoint,X4 NumberofProtons,X4 NumberofNeutrons,X4 NumberofShells,X4 SpecificHeat,X4 Density,X4 Ion Radius,X4 FirstIonization,X4 AtomicMass,X4 MeltingPoint
7156,7156,CsNaZnCl2FI,Cs,Na,Zn,F,I,Cl,Cl,55,78,6,0.242,1.87,167.0,3.8939,132.905,301.7,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,30,35,4,0.388,7.13,74.0,9.3942,65.38,692.88,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31
7157,7157,CsNaZnBr2FI,Cs,Na,Zn,F,I,Br,Br,55,78,6,0.242,1.87,167.0,3.8939,132.905,301.7,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,30,35,4,0.388,7.13,74.0,9.3942,65.38,692.88,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05
7158,7158,CsNaZnBr2ClF,Cs,Na,Zn,Cl,F,Br,Br,55,78,6,0.242,1.87,167.0,3.8939,132.905,301.7,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,30,35,4,0.388,7.13,74.0,9.3942,65.38,692.88,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05
7159,7159,CsNaZnI2ClF,Cs,Na,Zn,Cl,F,I,I,55,78,6,0.242,1.87,167.0,3.8939,132.905,301.7,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,30,35,4,0.388,7.13,74.0,9.3942,65.38,692.88,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65
7160,7160,CsNaZnF2ClBr,Cs,Na,Zn,Cl,Br,F,F,55,78,6,0.242,1.87,167.0,3.8939,132.905,301.7,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,30,35,4,0.388,7.13,74.0,9.3942,65.38,692.88,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63
7161,7161,CsNaZnI2ClBr,Cs,Na,Zn,Cl,Br,I,I,55,78,6,0.242,1.87,167.0,3.8939,132.905,301.7,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,30,35,4,0.388,7.13,74.0,9.3942,65.38,692.88,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65
7162,7162,CsNaZnF2ClI,Cs,Na,Zn,Cl,I,F,F,55,78,6,0.242,1.87,167.0,3.8939,132.905,301.7,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,30,35,4,0.388,7.13,74.0,9.3942,65.38,692.88,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63
7163,7163,CsNaZnBr2ClI,Cs,Na,Zn,Cl,I,Br,Br,55,78,6,0.242,1.87,167.0,3.8939,132.905,301.7,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,30,35,4,0.388,7.13,74.0,9.3942,65.38,692.88,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05
7164,7164,CsNaZnCl2BrF,Cs,Na,Zn,Br,F,Cl,Cl,55,78,6,0.242,1.87,167.0,3.8939,132.905,301.7,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,30,35,4,0.388,7.13,74.0,9.3942,65.38,692.88,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31
7165,7165,CsNaZnI2BrF,Cs,Na,Zn,Br,F,I,I,55,78,6,0.242,1.87,167.0,3.8939,132.905,301.7,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,30,35,4,0.388,7.13,74.0,9.3942,65.38,692.88,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65
7166,7166,CsNaZnF2BrCl,Cs,Na,Zn,Br,Cl,F,F,55,78,6,0.242,1.87,167.0,3.8939,132.905,301.7,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,30,35,4,0.388,7.13,74.0,9.3942,65.38,692.88,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63
7167,7167,CsNaZnI2BrCl,Cs,Na,Zn,Br,Cl,I,I,55,78,6,0.242,1.87,167.0,3.8939,132.905,301.7,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,30,35,4,0.388,7.13,74.0,9.3942,65.38,692.88,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65
7168,7168,CsNaZnF2BrI,Cs,Na,Zn,Br,I,F,F,55,78,6,0.242,1.87,167.0,3.8939,132.905,301.7,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,30,35,4,0.388,7.13,74.0,9.3942,65.38,692.88,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63
7169,7169,CsNaZnCl2BrI,Cs,Na,Zn,Br,I,Cl,Cl,55,78,6,0.242,1.87,167.0,3.8939,132.905,301.7,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,30,35,4,0.388,7.13,74.0,9.3942,65.38,692.88,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31
7170,7170,CsNaZnCl2IF,Cs,Na,Zn,I,F,Cl,Cl,55,78,6,0.242,1.87,167.0,3.8939,132.905,301.7,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,30,35,4,0.388,7.13,74.0,9.3942,65.38,692.88,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31
7171,7171,CsNaZnBr2IF,Cs,Na,Zn,I,F,Br,Br,55,78,6,0.242,1.87,167.0,3.8939,132.905,301.7,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,30,35,4,0.388,7.13,74.0,9.3942,65.38,692.88,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05
7172,7172,CsNaZnF2ICl,Cs,Na,Zn,I,Cl,F,F,55,78,6,0.242,1.87,167.0,3.8939,132.905,301.7,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,30,35,4,0.388,7.13,74.0,9.3942,65.38,692.88,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63
7173,7173,CsNaZnBr2ICl,Cs,Na,Zn,I,Cl,Br,Br,55,78,6,0.242,1.87,167.0,3.8939,132.905,301.7,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,30,35,4,0.388,7.13,74.0,9.3942,65.38,692.88,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05
7174,7174,CsNaZnF2IBr,Cs,Na,Zn,I,Br,F,F,55,78,6,0.242,1.87,167.0,3.8939,132.905,301.7,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,30,35,4,0.388,7.13,74.0,9.3942,65.38,692.88,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63
7175,7175,CsNaZnCl2IBr,Cs,Na,Zn,I,Br,Cl,Cl,55,78,6,0.242,1.87,167.0,3.8939,132.905,301.7,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,30,35,4,0.388,7.13,74.0,9.3942,65.38,692.88,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31
7176,7176,CsNaCaBr2FCl,Cs,Na,Ca,F,Cl,Br,Br,55,78,6,0.242,1.87,167.0,3.8939,132.905,301.7,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,20,20,4,0.647,1.54,99.0,6.1132,40.078,1112.15,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05
7177,7177,CsNaCaI2FCl,Cs,Na,Ca,F,Cl,I,I,55,78,6,0.242,1.87,167.0,3.8939,132.905,301.7,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,20,20,4,0.647,1.54,99.0,6.1132,40.078,1112.15,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65
7178,7178,CsNaCaCl2FBr,Cs,Na,Ca,F,Br,Cl,Cl,55,78,6,0.242,1.87,167.0,3.8939,132.905,301.7,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,20,20,4,0.647,1.54,99.0,6.1132,40.078,1112.15,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31
7179,7179,CsNaCaI2FBr,Cs,Na,Ca,F,Br,I,I,55,78,6,0.242,1.87,167.0,3.8939,132.905,301.7,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,20,20,4,0.647,1.54,99.0,6.1132,40.078,1112.15,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65
7180,7180,CsNaCaCl2FI,Cs,Na,Ca,F,I,Cl,Cl,55,78,6,0.242,1.87,167.0,3.8939,132.905,301.7,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,20,20,4,0.647,1.54,99.0,6.1132,40.078,1112.15,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31
7181,7181,CsNaCaBr2FI,Cs,Na,Ca,F,I,Br,Br,55,78,6,0.242,1.87,167.0,3.8939,132.905,301.7,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,20,20,4,0.647,1.54,99.0,6.1132,40.078,1112.15,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05
7182,7182,CsNaCaBr2ClF,Cs,Na,Ca,Cl,F,Br,Br,55,78,6,0.242,1.87,167.0,3.8939,132.905,301.7,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,20,20,4,0.647,1.54,99.0,6.1132,40.078,1112.15,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05
7183,7183,CsNaCaI2ClF,Cs,Na,Ca,Cl,F,I,I,55,78,6,0.242,1.87,167.0,3.8939,132.905,301.7,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,20,20,4,0.647,1.54,99.0,6.1132,40.078,1112.15,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65
7184,7184,CsNaCaF2ClBr,Cs,Na,Ca,Cl,Br,F,F,55,78,6,0.242,1.87,167.0,3.8939,132.905,301.7,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,20,20,4,0.647,1.54,99.0,6.1132,40.078,1112.15,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63
7185,7185,CsNaCaI2ClBr,Cs,Na,Ca,Cl,Br,I,I,55,78,6,0.242,1.87,167.0,3.8939,132.905,301.7,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,20,20,4,0.647,1.54,99.0,6.1132,40.078,1112.15,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65
7186,7186,CsNaCaF2ClI,Cs,Na,Ca,Cl,I,F,F,55,78,6,0.242,1.87,167.0,3.8939,132.905,301.7,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,20,20,4,0.647,1.54,99.0,6.1132,40.078,1112.15,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63
7187,7187,CsNaCaBr2ClI,Cs,Na,Ca,Cl,I,Br,Br,55,78,6,0.242,1.87,167.0,3.8939,132.905,301.7,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,20,20,4,0.647,1.54,99.0,6.1132,40.078,1112.15,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05
7188,7188,CsNaCaCl2BrF,Cs,Na,Ca,Br,F,Cl,Cl,55,78,6,0.242,1.87,167.0,3.8939,132.905,301.7,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,20,20,4,0.647,1.54,99.0,6.1132,40.078,1112.15,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31
7189,7189,CsNaCaI2BrF,Cs,Na,Ca,Br,F,I,I,55,78,6,0.242,1.87,167.0,3.8939,132.905,301.7,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,20,20,4,0.647,1.54,99.0,6.1132,40.078,1112.15,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65
7190,7190,CsNaCaF2BrCl,Cs,Na,Ca,Br,Cl,F,F,55,78,6,0.242,1.87,167.0,3.8939,132.905,301.7,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,20,20,4,0.647,1.54,99.0,6.1132,40.078,1112.15,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63
7191,7191,CsNaCaI2BrCl,Cs,Na,Ca,Br,Cl,I,I,55,78,6,0.242,1.87,167.0,3.8939,132.905,301.7,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,20,20,4,0.647,1.54,99.0,6.1132,40.078,1112.15,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65
7192,7192,CsNaCaF2BrI,Cs,Na,Ca,Br,I,F,F,55,78,6,0.242,1.87,167.0,3.8939,132.905,301.7,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,20,20,4,0.647,1.54,99.0,6.1132,40.078,1112.15,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63
7193,7193,CsNaCaCl2BrI,Cs,Na,Ca,Br,I,Cl,Cl,55,78,6,0.242,1.87,167.0,3.8939,132.905,301.7,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,20,20,4,0.647,1.54,99.0,6.1132,40.078,1112.15,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31
7194,7194,CsNaCaCl2IF,Cs,Na,Ca,I,F,Cl,Cl,55,78,6,0.242,1.87,167.0,3.8939,132.905,301.7,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,20,20,4,0.647,1.54,99.0,6.1132,40.078,1112.15,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31
7195,7195,CsNaCaBr2IF,Cs,Na,Ca,I,F,Br,Br,55,78,6,0.242,1.87,167.0,3.8939,132.905,301.7,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,20,20,4,0.647,1.54,99.0,6.1132,40.078,1112.15,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05
7196,7196,CsNaCaF2ICl,Cs,Na,Ca,I,Cl,F,F,55,78,6,0.242,1.87,167.0,3.8939,132.905,301.7,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,20,20,4,0.647,1.54,99.0,6.1132,40.078,1112.15,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63
7197,7197,CsNaCaBr2ICl,Cs,Na,Ca,I,Cl,Br,Br,55,78,6,0.242,1.87,167.0,3.8939,132.905,301.7,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,20,20,4,0.647,1.54,99.0,6.1132,40.078,1112.15,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05
7198,7198,CsNaCaF2IBr,Cs,Na,Ca,I,Br,F,F,55,78,6,0.242,1.87,167.0,3.8939,132.905,301.7,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,20,20,4,0.647,1.54,99.0,6.1132,40.078,1112.15,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63
7199,7199,CsNaCaCl2IBr,Cs,Na,Ca,I,Br,Cl,Cl,55,78,6,0.242,1.87,167.0,3.8939,132.905,301.7,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,20,20,4,0.647,1.54,99.0,6.1132,40.078,1112.15,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31
7200,7200,CsNaCdBr2FCl,Cs,Na,Cd,F,Cl,Br,Br,55,78,6,0.242,1.87,167.0,3.8939,132.905,301.7,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,48,64,5,0.232,8.69,97.0,8.9938,112.411,594.33,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05
7201,7201,CsNaCdI2FCl,Cs,Na,Cd,F,Cl,I,I,55,78,6,0.242,1.87,167.0,3.8939,132.905,301.7,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,48,64,5,0.232,8.69,97.0,8.9938,112.411,594.33,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65
7202,7202,CsNaCdCl2FBr,Cs,Na,Cd,F,Br,Cl,Cl,55,78,6,0.242,1.87,167.0,3.8939,132.905,301.7,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,48,64,5,0.232,8.69,97.0,8.9938,112.411,594.33,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31
7203,7203,CsNaCdI2FBr,Cs,Na,Cd,F,Br,I,I,55,78,6,0.242,1.87,167.0,3.8939,132.905,301.7,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,48,64,5,0.232,8.69,97.0,8.9938,112.411,594.33,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65
7204,7204,CsNaCdCl2FI,Cs,Na,Cd,F,I,Cl,Cl,55,78,6,0.242,1.87,167.0,3.8939,132.905,301.7,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,48,64,5,0.232,8.69,97.0,8.9938,112.411,594.33,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31
7205,7205,CsNaCdBr2FI,Cs,Na,Cd,F,I,Br,Br,55,78,6,0.242,1.87,167.0,3.8939,132.905,301.7,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,48,64,5,0.232,8.69,97.0,8.9938,112.411,594.33,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05
7206,7206,CsNaCdBr2ClF,Cs,Na,Cd,Cl,F,Br,Br,55,78,6,0.242,1.87,167.0,3.8939,132.905,301.7,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,48,64,5,0.232,8.69,97.0,8.9938,112.411,594.33,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05
